marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_date
US,52839532,R1JMDSX89JG82B,B000X9FLKM,552072385,The Lord of the Rings: The Motion Picture Trilogy (The Fellowship of the Ring / The Two Towers / The Return of the King Theatrical Editions) [Blu-ray],Video DVD,1.0,20928.0,22982.0,N,N,2009-08-17
US,45868946,R3RXNKOQTUAX4Q,B00003CXCT,745272701,Star Wars Trilogy (A New Hope / The Empire Strikes Back / Return of the Jedi) (Widescreen Edition with Bonus Disc),Video DVD,4.0,9443.0,9635.0,N,N,2011-01-01
US,15187684,RISOKXJUDMKPY,B0026L7H20,552072385,The Lord of the Rings: The Motion Picture Trilogy (The Fellowship of the Ring / The Two Towers / The Return of the King Extended Editions) [Blu-ray],Video DVD,5.0,5909.0,5975.0,N,Y,2011-11-24
US,21480048,R3RHFNNNKR779N,B00AQNOCZ0,530977710,Harry Potter: The Complete 8-Film Collection [Blu-ray] [2011],Video DVD,4.0,5184.0,5313.0,N,Y,2014-08-07
US,37151940,R9L9VH2B2NXUT,B00BEZTMWW,77682141,"Hobbit, The: An Unexpected Journey (3D Blu-ray)",Video DVD,2.0,4369.0,4947.0,N,Y,2013-03-02
US,19806334,R25EM27DLS9TS,B000PMLFRA,745272701,Star Wars: The Original Trilogy (Episode IV: A New Hope / Episode V: The Empire Strikes Back / Episode VI: Return of the Jedi) (Special Edition) [Blu-ray],Video DVD,5.0,4340.0,4730.0,N,Y,2010-06-02
US,31892292,R35QPA7IK8RCIN,B0002IQJ8W,629236633,Mean Girls (Widescreen Edition),Video DVD,5.0,4676.0,4717.0,N,N,2004-10-13
US,50614584,R19P0SL2TVWDCA,B000X9FLKM,552072385,The Lord of the Rings: The Motion Picture Trilogy (The Fellowship of the Ring / The Two Towers / The Return of the King Theatrical Editions) [Blu-ray],Video DVD,1.0,4104.0,4602.0,N,Y,2009-04-24
US,52938899,R1C44FI8N6HZAG,B0026L7H20,552072385,The Lord of the Rings: The Motion Picture Trilogy (The Fellowship of the Ring / The Two Towers / The Return of the King Extended Editions) [Blu-ray],Video DVD,5.0,4237.0,4384.0,N,Y,2009-04-18
US,28259076,RCZZF8ITGW67V,B002VPE1B6,25717469,Avatar (Two-Disc Original Theatrical Edition Blu-ray/DVD Combo),Video DVD,5.0,3672.0,4363.0,N,Y,2010-03-18
US,50802030,RD9MJ0LDECJ0K,B000067DNG,967622288,Twin Peaks - The Second Season,Video DVD,5.0,4082.0,4099.0,N,Y,2004-06-01
US,21170708,R2AMFGZX775E9K,B001EN71DG,745272701,Star Wars Trilogy (Widescreen Theatrical Edition),Video DVD,1.0,3491.0,3951.0,N,N,2008-11-16
US,42494856,R3K7LR0E24A2FD,B00127RAJY,294246694,Jillian Michaels - 30 Day Shred,Video DVD,5.0,3697.0,3832.0,N,N,2008-03-28
US,50162358,R2QDFW6MWCMGZI,B003ZSJ212,758289517,Star Wars: The Complete Saga (Episodes I-VI) (Packaging May Vary) [Blu-ray],Video DVD,1.0,2860.0,3764.0,N,Y,2011-09-01
US,49996807,RXC2DLIME5614,B003ZSJ212,758289517,Star Wars: The Complete Saga (Episodes I-VI) (Packaging May Vary) [Blu-ray],Video DVD,1.0,3015.0,3751.0,N,N,2011-09-02
US,49803591,R3127NK81SX4UD,B003ZSJ212,758289517,Star Wars: The Complete Saga (Episodes I-VI) (Packaging May Vary) [Blu-ray],Video DVD,3.0,2692.0,3438.0,N,Y,2011-05-05
US,21374109,R39RTVZLOMJKXY,B00KD5HFJG,287012636,God's Not Dead,Video DVD,1.0,2196.0,3060.0,N,N,2014-09-09
US,44103785,R3QDDZ2RT7H8H3,B0002IQJ96,629236633,Mean Girls (Full Screen Edition),Video DVD,5.0,3032.0,3059.0,N,N,2006-01-11
US,28829144,R2PFXW92VNZMM2,B001BYLFFS,150639308,Expelled: No Intelligence Allowed,Video DVD,1.0,2003.0,3028.0,N,N,2008-07-15
US,41946532,R19ZRFJV86TPIK,B0047H7QD6,192466294,"Masterpiece Classic: Downton Abbey, Season 1",Video DVD,5.0,2862.0,2984.0,N,Y,2011-01-24
US,22672142,R3QTES0TZ064JP,B000X9FLKM,552072385,The Lord of the Rings: The Motion Picture Trilogy (The Fellowship of the Ring / The Two Towers / The Return of the King Theatrical Editions) [Blu-ray],Video DVD,5.0,1938.0,2959.0,N,N,2009-04-17
US,31942919,R144TVKQUUXLCB,B007FSEAHY,191840579,Harry Potter Wizard's Collection (Blu-ray / DVD Combo),Video DVD,1.0,2310.0,2795.0,N,N,2012-03-03
US,10004129,R3L3FWLIW22GNI,B00HWWUR1Q,803981632,The Hobbit: The Desolation of Smaug (Blu-ray 3D + UV),Video DVD,5.0,2564.0,2783.0,N,N,2014-02-26
US,45242210,RIAQZK5IBRAS,B00127RAJY,294246694,Jillian Michaels - 30 Day Shred,Video DVD,3.0,2552.0,2734.0,N,Y,2008-05-27
